Hand_ID,Seed,Trials,Recommended Bid,Best Score,Second Best Score,Score Gap
8,12,1000,1,11.024,10.508,0.516
8,38,1000,1,11.005,9.982,1.0230000000000015
8,29,1000,1,11.015,9.68,1.3350000000000009
8,84,1000,1,11.064,10.431,0.6330000000000009
8,61,10000,1,11.0128,10.0678,0.9450000000000003
8,12,10000,1,11.0211,10.0956,0.9255000000000013
8,38,10000,1,11.0129,9.947,1.065900000000001
8,29,10000,1,11.0166,9.9741,1.0425000000000004
8,84,10000,1,11.0343,10.3077,0.7265999999999995
9,61,1000,2,20.585,18.859,1.725999999999999
9,12,1000,2,20.628,17.307,3.3210000000000015
9,38,1000,2,20.846,19.489,1.3569999999999993
9,29,1000,2,20.531,18.255,2.276
9,84,1000,2,20.707,18.979,1.7280000000000015
9,61,10000,2,20.721,19.4058,1.3152000000000008
9,12,10000,2,20.7274,18.9632,1.7641999999999989
9,38,10000,2,20.58,18.9246,1.6553999999999967
9,29,10000,2,20.6995,19.2922,1.4072999999999993
9,84,10000,2,20.6607,19.3307,1.3299999999999983
10,61,1000,3,29.377,23.135,6.241999999999997
10,12,1000,3,30.078,22.484,7.593999999999998
10,38,1000,3,29.706,25.199,4.506999999999998
10,29,1000,3,29.945,22.629,7.315999999999999
10,84,1000,3,29.953,24.928,5.024999999999999
10,61,10000,3,29.9452,22.669,7.276199999999999
10,12,10000,3,29.8917,22.3276,7.5641
10,38,10000,3,29.9291,23.3329,6.5962
10,29,10000,3,30.023,23.0025,7.020499999999998
10,84,10000,3,30.0461,23.3258,6.720299999999998
11,61,1000,4,40.311,33.62,6.6910000000000025
11,12,1000,4,39.638,33.389,6.248999999999995
11,38,1000,4,39.88,35.649,4.231000000000002
11,29,1000,4,39.611,32.15,7.4609999999999985
11,84,1000,4,40.41,32.279,8.130999999999993
11,61,10000,4,40.0228,32.8335,7.189299999999996
11,12,10000,4,39.8675,33.361,6.506500000000003
11,38,10000,4,40.0034,33.7333,6.270099999999999
11,29,10000,4,39.813,32.8614,6.951599999999999
11,84,10000,4,40.1639,33.5019,6.661999999999999
12,61,1000,2,16.785,11.294,5.491
12,12,1000,2,17.186,11.345,5.840999999999999
12,38,1000,2,17.116,11.293,5.823
12,29,1000,2,17.12,11.357,5.763000000000002
12,84,1000,2,16.824,11.314,5.510000000000002
12,61,10000,2,17.0591,11.311,5.748100000000001
12,12,10000,2,17.1227,11.318,5.804699999999999
12,38,10000,2,17.0323,11.3251,5.7071999999999985
12,29,10000,2,17.0505,11.3238,5.726699999999999
12,84,10000,2,17.0135,11.3259,5.6876
13,61,1000,1,10.235,-4.102,14.337
13,12,1000,1,10.186,-4.345,14.530999999999999
13,38,1000,1,10.347,-3.544,13.891
13,29,1000,1,10.345,-4.814,15.159
13,84,1000,1,10.348,-5.026,15.374
13,61,10000,1,10.3154,-3.8382,14.1536
13,12,10000,1,10.3107,-4.2857,14.596400000000001
13,38,10000,1,10.3281,-3.9,14.2281
13,29,10000,1,10.2998,-4.4329,14.7327
13,84,10000,1,10.3051,-4.4785,14.7836
14,61,1000,3,31.184,30.293,0.8910000000000018
14,12,1000,3,30.963,29.146,1.8170000000000002
14,38,1000,3,30.861,30.823,0.038000000000000256
14,29,1000,3,31.005,30.294,0.7109999999999985
14,84,1000,3,30.78,27.266,3.514000000000003
14,61,10000,3,30.8875,29.3618,1.5257000000000005
14,12,10000,3,30.7937,28.8284,1.9653000000000027
14,38,10000,3,30.8101,29.388,1.4220999999999968
14,29,10000,3,30.8873,29.646,1.241299999999999
14,84,10000,3,30.7845,29.1137,1.6707999999999998
15,61,1000,2,18.992,11.045,7.947000000000001
15,12,1000,2,19.058,11.033,8.025
15,38,1000,2,18.694,11.02,7.6739999999999995
15,29,1000,2,19.233,11.052,8.181000000000001
15,84,1000,2,18.896,11.027,7.8690000000000015
15,61,10000,2,19.0106,11.0441,7.9665
15,12,10000,2,18.9833,11.0363,7.946999999999999
15,38,10000,2,19.0134,11.0391,7.974300000000001
15,29,10000,2,19.0062,11.0436,7.9626
15,84,10000,2,18.9134,11.0405,7.8729
16,61,1000,2,19.914,17.686,2.2280000000000015
16,12,1000,2,19.895,19.241,0.6539999999999999
16,38,1000,2,20.209,17.878,2.3309999999999995
16,29,1000,2,20.107,18.8,1.3069999999999986
16,84,1000,2,19.93,18.882,1.0479999999999983
16,61,10000,2,19.9887,18.6841,1.3046000000000006
16,12,10000,2,19.9883,17.993,1.9953000000000003
16,38,10000,2,20.0184,18.1289,1.8894999999999982
16,29,10000,2,20.0351,17.866,2.1691000000000003
16,84,10000,2,20.0309,18.5504,1.4804999999999993
17,61,1000,2,20.267,13.682,6.584999999999999
17,12,1000,2,20.503,13.56,6.943
17,38,1000,2,20.608,14.352,6.256
17,29,1000,2,20.382,14.208,6.174000000000001
17,84,1000,2,20.408,14.765,5.643000000000001
17,61,10000,2,20.3821,14.049,6.333100000000002
17,12,10000,2,20.3363,13.8641,6.472200000000001
17,38,10000,2,20.3053,13.9498,6.355499999999999
17,29,10000,2,20.3673,13.9301,6.437200000000001
17,84,10000,2,20.3607,14.0023,6.358400000000001
18,61,1000,2,16.281,11.395,4.885999999999999
18,12,1000,2,16.953,11.324,5.629
18,38,1000,2,16.432,11.35,5.081999999999999
18,29,1000,2,16.551,11.411,5.139999999999999
18,84,1000,2,16.639,11.461,5.177999999999999
18,61,10000,2,16.387,11.3639,5.023100000000001
18,12,10000,2,16.6544,11.3739,5.280499999999998
18,38,10000,2,16.3225,11.3598,4.962700000000002
18,29,10000,2,16.5189,11.371,5.147899999999998
18,84,10000,2,16.5135,11.3772,5.1363
19,61,1000,3,31.33,27.848,3.4819999999999993
19,12,1000,3,31.368,28.518,2.849999999999998
19,38,1000,3,31.476,29.89,1.5859999999999985
19,29,1000,3,31.43,28.501,2.9289999999999985
19,84,1000,3,31.437,30.325,1.1120000000000019
19,61,10000,3,31.4196,29.6282,1.7913999999999994
19,12,10000,3,31.434,29.7611,1.672900000000002
19,38,10000,3,31.4352,30.2265,1.2086999999999968
19,29,10000,3,31.4227,29.746,1.6767000000000003
19,84,10000,3,31.4192,29.6003,1.8188999999999993
20,61,1000,1,10.695,0.702,9.993
20,12,1000,1,10.732,1.987,8.745
20,38,1000,1,10.712,1.382,9.33
20,29,1000,1,10.776,2.616,8.16
20,84,1000,1,10.75,2.239,8.511
20,61,10000,1,10.7319,1.866,8.8659
20,12,10000,1,10.7268,1.5879,9.138900000000001
20,38,10000,1,10.733,1.8437,8.8893
20,29,10000,1,10.738,1.8448,8.8932
20,84,10000,1,10.7402,2.1317,8.6085
21,61,1000,2,19.73,11.783,7.947000000000001
21,12,1000,2,19.866,11.802,8.064
21,38,1000,2,19.813,11.749,8.063999999999998
21,29,1000,2,20.048,11.789,8.258999999999999
21,84,1000,2,20.19,12.425,7.765000000000001
21,61,10000,2,19.9997,11.7815,8.218200000000001
21,12,10000,2,20.0092,11.7892,8.22
21,38,10000,2,19.9836,11.7694,8.2142
21,29,10000,2,20.1088,11.7873,8.321499999999999
21,84,10000,2,20.0004,11.7901,8.210299999999998
22,61,1000,2,16.493,11.276,5.216999999999999
22,12,1000,2,15.638,11.181,4.457000000000001
22,38,1000,2,16.03,11.222,4.808000000000002
22,29,1000,2,16.191,11.247,4.943999999999999
22,84,1000,2,15.325,11.14,4.184999999999999
22,61,10000,2,15.9987,11.2278,4.770899999999999
22,12,10000,2,16.0368,11.2131,4.823699999999999
22,38,10000,2,16.1488,11.2297,4.919100000000002
22,29,10000,2,16.0698,11.2368,4.833
22,84,10000,2,15.8801,11.2064,4.6737
23,61,1000,1,1.188,-10.6,11.788
23,12,1000,1,0.506,-3.8,4.306
23,38,1000,1,0.519,-3.8,4.319
23,29,1000,1,1.123,-10.0,11.123
23,84,1000,1,0.452,-3.6,4.0520000000000005
23,61,10000,1,0.5937,-4.7,5.2937
23,12,10000,1,0.4327,-3.14,3.5727
23,38,10000,1,0.3856,-2.64,3.0256000000000003
23,29,10000,1,0.4878,-3.68,4.1678
23,84,10000,1,0.4488,-3.32,3.7687999999999997
24,61,1000,4,41.025,40.94,0.08500000000000085
24,12,1000,5,41.235,40.783,0.4519999999999982
24,38,1000,5,41.77,40.903,0.8670000000000044
24,29,1000,5,41.668,40.82,0.847999999999999
24,84,1000,5,41.54,40.871,0.6689999999999969
24,61,10000,5,41.758,40.907,0.8510000000000062
24,12,10000,5,41.6486,41.0105,0.6381000000000014
24,38,10000,5,41.5182,40.9288,0.5893999999999977
24,29,10000,5,41.2646,40.7928,0.4718000000000018
24,84,10000,5,41.8904,40.8627,1.027700000000003
25,61,1000,4,39.941,32.145,7.795999999999999
25,12,1000,4,40.268,32.156,8.112000000000002
25,38,1000,4,40.093,32.079,8.014000000000003
25,29,1000,4,40.287,32.175,8.112000000000002
25,84,1000,4,40.276,32.085,8.191000000000003
25,61,10000,4,40.1289,32.1711,7.957799999999999
25,12,10000,4,40.1033,32.143,7.960299999999997
25,38,10000,4,40.1984,32.1913,8.007100000000001
25,29,10000,4,40.1006,32.1646,7.936
25,84,10000,4,40.1729,32.0976,8.075299999999999
26,61,1000,5,50.409,42.201,8.207999999999998
26,12,1000,5,50.417,42.209,8.207999999999998
26,38,1000,5,50.963,46.459,4.503999999999998
26,29,1000,5,50.306,42.197,8.108999999999995
26,84,1000,5,50.251,42.401,7.849999999999994
26,61,10000,5,50.3744,42.4834,7.890999999999998
26,12,10000,5,50.4653,42.2125,8.2528
26,38,10000,5,50.5284,42.2016,8.326799999999999
26,29,10000,5,50.4078,42.8438,7.564
26,84,10000,5,50.4896,42.322,8.1676
27,61,1000,1,8.189,-8.146,16.335
27,12,1000,1,8.501,-7.627,16.128
27,38,1000,1,8.557,-9.153,17.71
27,29,1000,1,8.524,-8.912,17.436
27,84,1000,1,8.486,-9.378,17.864
27,61,10000,1,8.3872,-8.3526,16.739800000000002
27,12,10000,1,8.4211,-8.5674,16.9885
27,38,10000,1,8.2568,-8.636,16.8928
27,29,10000,1,8.325,-8.5831,16.908099999999997
27,84,10000,1,8.2475,-8.7855,17.033
28,61,1000,2,18.461,11.195,7.265999999999998
28,12,1000,2,17.547,11.179,6.368
28,38,1000,2,18.343,11.234,7.109
28,29,1000,2,18.086,11.231,6.854999999999999
28,84,1000,2,17.999,11.222,6.776999999999999
28,61,10000,2,18.1831,11.2105,6.9726
28,12,10000,2,18.1316,11.2235,6.908099999999999
28,38,10000,2,18.0242,11.2174,6.806800000000001
28,29,10000,2,18.0353,11.2049,6.830399999999999
28,84,10000,2,17.8252,11.1956,6.629599999999998
29,61,1000,1,9.943,-14.397,24.34
29,12,1000,1,10.066,-14.511,24.576999999999998
29,38,1000,1,9.942,-14.027,23.969
29,29,1000,1,9.953,-14.309,24.262
29,84,1000,1,10.0,-14.868,24.868000000000002
29,61,10000,1,10.0101,-14.3236,24.3337
29,12,10000,1,10.0174,-14.4804,24.497799999999998
29,38,10000,1,9.9911,-14.3479,24.339
29,29,10000,1,9.973,-14.4124,24.3854
29,84,10000,1,10.0043,-14.4775,24.4818
30,61,1000,3,31.11,22.11,9.0
30,12,1000,3,31.082,22.082,9.0
30,38,1000,3,31.115,22.115,9.0
30,29,1000,3,31.125,22.125,9.0
30,84,1000,3,30.916,22.093,8.823
30,61,10000,3,31.0153,22.1234,8.8919
30,12,10000,3,30.9726,22.0906,8.882000000000001
30,38,10000,3,30.9836,22.1134,8.8702
30,29,10000,3,31.0376,22.1143,8.923300000000001
30,84,10000,3,31.0673,22.1204,8.9469
31,61,1000,1,10.722,6.895,3.827
31,12,1000,1,10.73,6.707,4.023000000000001
31,38,1000,1,10.756,8.001,2.755000000000001
31,29,1000,1,10.693,6.378,4.3149999999999995
31,84,1000,1,10.801,7.421,3.38
31,61,10000,1,10.7532,7.3371,3.4160999999999992
31,12,10000,1,10.781,7.4694,3.3116000000000003
31,38,10000,1,10.7323,7.295,3.4373000000000005
31,29,10000,1,10.7572,7.3837,3.373499999999999
31,84,10000,1,10.7571,7.6238,3.1332999999999993
32,61,1000,1,3.065,-9.789,12.854
32,12,1000,1,4.058,-9.503,13.561
32,38,1000,1,3.221,-10.144,13.365
32,29,1000,1,4.061,-8.524,12.584999999999999
32,84,1000,1,3.541,-9.266,12.807
32,61,10000,1,3.9494,-8.9884,12.9378
32,12,10000,1,3.7748,-9.3577,13.1325
32,38,10000,1,3.6479,-9.4073,13.0552
32,29,10000,1,3.7871,-9.0978,12.8849
32,84,10000,1,3.6175,-9.0682,12.685699999999999
33,61,1000,1,2.754,-12.747,15.501
33,12,1000,1,2.94,-12.663,15.603
33,38,1000,1,3.025,-12.502,15.527000000000001
33,29,1000,1,2.996,-12.218,15.214
33,84,1000,1,2.751,-12.067,14.818
33,61,10000,1,2.7475,-12.7962,15.543700000000001
33,12,10000,1,2.683,-13.1382,15.8212
33,38,10000,1,2.8775,-12.642,15.519499999999999
33,29,10000,1,2.6823,-12.9437,15.626
33,84,10000,1,2.6028,-12.7852,15.388
34,61,1000,3,22.793,21.263,1.5299999999999976
34,12,1000,3,22.922,21.274,1.6479999999999997
34,38,1000,3,22.684,21.213,1.471
34,29,1000,3,21.973,21.13,0.843
34,84,1000,3,22.597,20.964,1.6330000000000027
34,61,10000,3,22.4987,21.0997,1.399000000000001
34,12,10000,3,22.4426,21.1207,1.3218999999999994
34,38,10000,3,22.5319,21.1455,1.3864000000000019
34,29,10000,3,22.6122,21.1289,1.4832999999999998
34,84,10000,3,22.6053,21.1378,1.4675000000000011
35,61,1000,3,27.969,21.742,6.227
35,12,1000,3,28.176,21.713,6.462999999999997
35,38,1000,3,27.874,21.647,6.227
35,29,1000,3,28.333,21.693,6.639999999999997
35,84,1000,3,27.419,21.605,5.814
35,61,10000,3,28.0534,21.7025,6.350899999999999
35,12,10000,3,27.9259,21.685,6.2409
35,38,10000,3,28.0011,21.6915,6.3096
35,29,10000,3,27.9881,21.6941,6.2940000000000005
35,84,10000,3,27.8357,21.6715,6.1641999999999975
36,61,1000,1,10.018,1.385,8.633000000000001
36,12,1000,1,10.072,0.521,9.550999999999998
36,38,1000,1,10.164,1.118,9.046
36,29,1000,1,10.08,1.153,8.927
36,84,1000,1,10.121,1.388,8.733
36,61,10000,1,10.1582,0.7143,9.443900000000001
36,12,10000,1,10.1031,0.6508,9.4523
36,38,10000,1,10.1135,0.94,9.1735
36,29,10000,1,10.103,0.8829,9.2201
36,84,10000,1,10.1139,0.9618,9.152099999999999
37,61,1000,2,18.487,11.71,6.7769999999999975
37,12,1000,2,18.7,11.728,6.9719999999999995
37,38,1000,2,18.543,11.727,6.815999999999999
37,29,1000,2,18.98,11.696,7.284000000000001
37,84,1000,2,18.337,11.716,6.621
37,61,10000,2,18.7013,11.7137,6.9876000000000005
37,12,10000,2,18.5977,11.7036,6.8941
37,38,10000,2,18.6465,11.7213,6.9252
37,29,10000,2,18.621,11.7015,6.919499999999999
37,84,10000,2,18.7691,11.7111,7.058000000000002
38,61,1000,3,22.921,21.787,1.1340000000000003
38,12,1000,3,23.998,21.842,2.1560000000000024
38,38,1000,3,24.362,21.633,2.728999999999999
38,29,1000,3,23.993,21.837,2.155999999999999
38,84,1000,3,22.661,21.803,0.8580000000000005
38,61,10000,3,23.6934,21.7886,1.9048000000000016
38,12,10000,3,23.5685,21.76,1.8084999999999987
38,38,10000,3,23.7534,21.7479,2.005499999999998
38,29,10000,3,23.8054,21.8203,1.9850999999999992
38,84,10000,3,23.7173,21.7788,1.9385000000000012
39,61,1000,2,20.175,12.494,7.681000000000001
39,12,1000,2,20.596,14.934,5.662000000000001
39,38,1000,2,20.546,14.846,5.699999999999999
39,29,1000,2,20.459,15.252,5.206999999999999
39,84,1000,2,20.35,13.453,6.897000000000002
39,61,10000,2,20.4494,14.2,6.249400000000001
39,12,10000,2,20.463,14.587,5.876000000000001
39,38,10000,2,20.4658,14.7002,5.765600000000001
39,29,10000,2,20.3456,14.2531,6.092500000000001
39,84,10000,2,20.469,14.3119,6.157100000000002
40,61,1000,3,30.562,25.942,4.620000000000001
40,12,1000,3,30.855,25.145,5.710000000000001
40,38,1000,3,30.747,25.947,4.800000000000001
40,29,1000,3,30.813,25.321,5.491999999999997
40,84,1000,3,30.514,27.436,3.0779999999999994
40,61,10000,3,30.6802,25.5534,5.126799999999999
40,12,10000,3,30.623,25.4159,5.2071000000000005
40,38,10000,3,30.7611,25.8407,4.920400000000001
40,29,10000,3,30.6893,25.1732,5.516099999999998
40,84,10000,3,30.6617,25.4562,5.205500000000001
41,61,1000,1,2.979,-12.917,15.896
41,12,1000,1,2.814,-13.488,16.302
41,38,1000,1,2.242,-13.558,15.8
41,29,1000,1,2.719,-13.561,16.28
41,84,1000,1,2.56,-13.97,16.53
41,61,10000,1,2.4979,-13.2773,15.7752
41,12,10000,1,2.4307,-13.7078,16.1385
41,38,10000,1,2.4571,-13.522,15.9791
41,29,10000,1,2.3147,-13.5634,15.8781
41,84,10000,1,2.4358,-13.6306,16.066399999999998
42,61,1000,3,29.099,22.105,6.994
42,12,1000,3,29.116,22.063,7.053000000000001
42,38,1000,3,29.555,22.148,7.407
42,29,1000,3,29.679,22.154,7.524999999999999
42,84,1000,3,29.688,22.163,7.524999999999999
42,61,10000,3,29.3619,22.1319,7.229999999999997
42,12,10000,3,29.2373,22.1194,7.117900000000002
42,38,10000,3,29.4329,22.138,7.294899999999998
42,29,10000,3,29.433,22.1322,7.300799999999999
42,84,10000,3,29.4156,22.1443,7.2713
43,61,1000,1,10.538,8.26,2.2780000000000005
43,12,1000,1,10.422,8.693,1.729000000000001
43,38,1000,1,10.409,7.587,2.822000000000001
43,29,1000,1,10.622,8.693,1.9290000000000003
43,84,1000,1,10.527,8.6,1.9269999999999996
43,61,10000,1,10.5578,8.2481,2.3096999999999994
43,12,10000,1,10.5789,8.3191,2.2598000000000003
43,38,10000,1,10.5206,8.4145,2.1060999999999996
43,29,10000,1,10.4886,8.1412,2.3474000000000004
43,84,10000,1,10.5699,8.1368,2.4331000000000014
44,61,1000,4,40.186,35.532,4.6540000000000035
44,12,1000,4,40.158,34.91,5.248000000000005
44,38,1000,4,40.247,34.721,5.526000000000003
44,29,1000,4,40.095,34.531,5.564
44,84,1000,4,40.308,33.019,7.2890000000000015
44,61,10000,4,40.2587,34.9486,5.3100999999999985
44,12,10000,4,40.3483,35.4254,4.9228999999999985
44,38,10000,4,40.24,34.7875,5.452500000000001
44,29,10000,4,40.2981,34.9579,5.340199999999996
44,84,10000,4,40.2206,35.1009,5.119699999999995
45,61,1000,3,21.696,20.657,1.0390000000000015
45,12,1000,3,23.005,20.708,2.2970000000000006
45,38,1000,3,21.813,20.816,0.9969999999999999
45,29,1000,3,23.181,20.747,2.434000000000001
45,84,1000,3,23.304,20.712,2.5919999999999987
45,61,10000,3,22.4937,20.7721,1.7216000000000022
45,12,10000,3,22.3794,20.7739,1.6054999999999993
45,38,10000,3,22.5176,20.7884,1.7292000000000023
45,29,10000,3,22.7054,20.7293,1.9761000000000024
45,84,10000,3,22.6256,20.7662,1.8593999999999973
46,61,1000,1,9.946,8.579,1.366999999999999
46,12,1000,1,9.813,9.327,0.48600000000000065
46,38,1000,1,10.009,8.581,1.4280000000000008
46,29,1000,1,9.976,9.31,0.6660000000000004
46,84,1000,1,9.792,8.467,1.3249999999999993
46,61,10000,1,10.0536,8.8103,1.2432999999999996
46,12,10000,1,10.0404,8.9497,1.0907
46,38,10000,1,10.0712,9.007,1.0641999999999996
46,29,10000,1,10.0035,9.0638,0.9397000000000002
46,84,10000,1,9.9769,8.9169,1.0600000000000005
47,61,1000,2,19.921,11.779,8.142
47,12,1000,2,19.488,11.775,7.712999999999999
47,38,1000,2,19.42,11.746,7.674000000000001
47,29,1000,2,19.721,11.774,7.947000000000001
47,84,1000,2,19.87,11.806,8.064000000000002
47,61,10000,2,19.9013,11.7827,8.118599999999999
47,12,10000,2,19.7178,11.7708,7.947000000000001
47,38,10000,2,19.7671,11.7811,7.985999999999999
47,29,10000,2,19.7,11.7647,7.9353
47,84,10000,2,19.9102,11.7955,8.1147
48,61,1000,3,25.325,21.3,4.024999999999999
48,12,1000,3,25.709,21.29,4.4190000000000005
48,38,1000,3,25.105,21.316,3.7890000000000015
48,29,1000,3,25.175,21.367,3.808
48,84,1000,3,26.34,21.371,4.969000000000001
48,61,10000,3,25.7742,21.3541,4.4201000000000015
48,12,10000,3,25.1206,21.304,3.816600000000001
48,38,10000,3,25.456,21.3248,4.1312
48,29,10000,3,25.7244,21.3376,4.386800000000001
48,84,10000,3,25.8226,21.3612,4.461400000000001
49,61,1000,1,1.445,-13.4,14.845
49,12,1000,1,1.178,-10.8,11.978000000000002
49,38,1000,1,0.733,-6.4,7.133
49,29,1000,1,1.667,-15.8,17.467000000000002
49,84,1000,1,1.209,-11.2,12.408999999999999
49,61,10000,1,1.026,-9.38,10.406
49,12,10000,1,0.9743,-8.9,9.8743
49,38,10000,1,0.9348,-8.52,9.454799999999999
49,29,10000,1,1.0371,-9.48,10.517100000000001
49,84,10000,1,1.0528,-9.66,10.7128
50,61,1000,2,20.056,11.602,8.454
50,12,1000,2,19.931,11.555,8.376000000000001
50,38,1000,2,20.136,11.565,8.571
50,29,1000,2,20.175,11.604,8.571000000000002
50,84,1000,2,20.329,11.602,8.727
50,61,10000,2,20.1572,11.5877,8.5695
50,12,10000,2,20.1337,11.578,8.555700000000002
50,38,10000,2,20.1684,11.5892,8.579199999999998
50,29,10000,2,20.1508,11.5913,8.5595
50,84,10000,2,20.1964,11.5919,8.6045
51,61,1000,1,10.421,9.652,0.7690000000000001
51,12,1000,1,10.749,10.635,0.11400000000000077
51,38,1000,1,10.639,9.766,0.8729999999999993
51,29,1000,2,10.876,10.697,0.17900000000000027
51,84,1000,2,11.077,10.663,0.4139999999999997
51,61,10000,2,10.7695,10.7187,0.05080000000000062
51,12,10000,2,10.8707,10.7247,0.14599999999999902
51,38,10000,2,10.9468,10.7505,0.19629999999999903
51,29,10000,2,11.1595,10.7326,0.42689999999999984
51,84,10000,2,10.9321,10.7459,0.18619999999999948
52,61,1000,2,13.529,11.018,2.5109999999999992
52,12,1000,2,14.155,11.019,3.1359999999999992
52,38,1000,2,13.96,11.059,2.9010000000000016
52,29,1000,2,14.145,11.029,3.1159999999999997
52,84,1000,2,14.878,11.06,3.8179999999999996
52,61,10000,2,14.0347,11.0037,3.0310000000000006
52,12,10000,2,13.9842,11.038,2.9461999999999993
52,38,10000,2,14.3033,11.0472,3.2561
52,29,10000,2,14.3259,10.9903,3.3356000000000012
52,84,10000,2,14.1518,11.0337,3.1181
53,61,1000,1,10.303,8.941,1.362
53,12,1000,1,10.445,8.65,1.795
53,38,1000,1,10.262,8.452,1.8100000000000005
53,29,1000,1,10.221,7.241,2.9800000000000004
53,84,1000,1,10.27,8.518,1.751999999999999
53,61,10000,1,10.2677,8.7171,1.5505999999999993
53,12,10000,1,10.1962,8.4345,1.7616999999999994
53,38,10000,1,10.2343,8.2337,2.0005999999999986
53,29,10000,1,10.26,8.2861,1.9739000000000004
53,84,10000,1,10.2482,8.6317,1.6165000000000003
54,61,1000,3,30.488,23.163,7.324999999999999
54,12,1000,3,30.345,22.982,7.3629999999999995
54,38,1000,3,30.596,24.238,6.3580000000000005
54,29,1000,3,30.549,23.717,6.832000000000001
54,84,1000,3,30.674,22.616,8.058
54,61,10000,3,30.5734,23.2987,7.274699999999999
54,12,10000,3,30.5943,23.8467,6.747600000000002
54,38,10000,3,30.6465,23.2761,7.3704
54,29,10000,3,30.6063,23.4852,7.121100000000002
54,84,10000,3,30.5035,23.1921,7.311399999999999
55,61,1000,3,28.527,22.064,6.463000000000001
55,12,1000,3,29.246,22.075,7.170999999999999
55,38,1000,3,28.798,22.04,6.757999999999999
55,29,1000,3,28.796,22.097,6.698999999999998
55,84,1000,3,28.581,22.059,6.5219999999999985
55,61,10000,3,28.57,22.048,6.522000000000002
55,12,10000,3,28.77,22.0769,6.693100000000001
55,38,10000,3,28.6861,22.0697,6.616399999999999
55,29,10000,3,28.7493,22.0562,6.693100000000001
55,84,10000,3,28.8876,22.0824,6.805199999999999
56,61,1000,2,18.25,11.628,6.622
56,12,1000,2,18.313,11.612,6.700999999999999
56,38,1000,2,18.298,11.598,6.6999999999999975
